ENSEMBL,SYMBOL,GENENAME
ENSMUSG00000028436,Dcaf12,DDB1 and CUL4 associated factor 12
ENSMUSG00000065873,NA,NA
ENSMUSG00000028437,Ubap1,ubiquitin-associated protein 1
ENSMUSG00000028438,Kif24,kinesin family member 24
ENSMUSG00000028443,Nudt2,nudix hydrolase 2
ENSMUSG00000046312,Myorg,myogenesis regulating glycosidase (putative)
ENSMUSG00000028439,Fam219a,"family with sequence similarity 219, member A"
ENSMUSG00000087623,NA,NA
ENSMUSG00000061322,Dnai1,dynein axonemal intermediate chain 1
ENSMUSG00000028445,Enho,energy homeostasis associated
ENSMUSG00000028444,Cntfr,ciliary neurotrophic factor receptor
ENSMUSG00000073889,Il11ra1,"interleukin 11 receptor, alpha chain 1"
ENSMUSG00000036114,Rpp25l,ribonuclease P/MRP 25 subunit-like
ENSMUSG00000028447,Dctn3,dynactin 3
ENSMUSG00000036078,Sigmar1,sigma non-opioid intracellular receptor 1
ENSMUSG00000036073,Galt,galactose-1-phosphate uridyl transferase
ENSMUSG00000073888,Ccl27a,chemokine (C-C motif) ligand 27A
ENSMUSG00000073888,Gm13306,predicted gene 13306
ENSMUSG00000073888,Ccl27b,chemokine (C-C motif) ligand 27b
ENSMUSG00000036062,Phf24,PHD finger protein 24
ENSMUSG00000036052,Dnajb5,DnaJ heat shock protein family (Hsp40) member B5
ENSMUSG00000028452,Vcp,valosin containing protein
ENSMUSG00000028453,Fancg,"Fanconi anemia, complementation group G"
ENSMUSG00000028454,Pigo,"phosphatidylinositol glycan anchor biosynthesis, class O"
ENSMUSG00000028455,Stoml2,stomatin (Epb7.2)-like 2
ENSMUSG00000036002,Atosb,atos homolog B
ENSMUSG00000096974,NA,NA
ENSMUSG00000028456,Unc13b,unc-13 homolog B
ENSMUSG00000028457,Atp8b5,"ATPase, class I, type 8B, member 5"
ENSMUSG00000035969,Rusc2,RUN and SH3 domain containing 2
ENSMUSG00000028458,Tesk1,testis specific protein kinase 1
ENSMUSG00000028459,Cd72,CD72 antigen
ENSMUSG00000028460,Sit1,suppression inducing transmembrane adaptor 1
ENSMUSG00000028461,Ccdc107,coiled-coil domain containing 107
ENSMUSG00000051517,Arhgef39,Rho guanine nucleotide exchange factor (GEF) 39
ENSMUSG00000087142,NA,NA
ENSMUSG00000028463,Car9,carbonic anhydrase 9
ENSMUSG00000028464,Tpm2,"tropomyosin 2, beta"
ENSMUSG00000028465,Tln1,talin 1
ENSMUSG00000028466,Creb3,cAMP responsive element binding protein 3
ENSMUSG00000028467,Gba2,glucosidase beta 2
ENSMUSG00000028468,Rgp1,RAB6A GEF compex partner 1
ENSMUSG00000086043,NA,NA
ENSMUSG00000028469,Npr2,natriuretic peptide receptor 2
ENSMUSG00000066196,Spag8,sperm associated antigen 8
ENSMUSG00000028470,Hint2,histidine triad nucleotide binding protein 2
ENSMUSG00000078716,Tmem8b,transmembrane protein 8B
ENSMUSG00000071001,Hrct1,histidine rich carboxyl terminus 1
ENSMUSG00000028475,Spaar,small regulatory polypeptide of amino acid response
ENSMUSG00000028476,Reck,reversion-inducing-cysteine-rich protein with kazal motifs
ENSMUSG00000028480,Glipr2,GLI pathogenesis-related 2
ENSMUSG00000028478,Clta,"clathrin, light polypeptide (Lca)"
ENSMUSG00000028479,Gne,glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase
ENSMUSG00000087326,NA,NA
ENSMUSG00000084274,NA,NA
ENSMUSG00000035696,Rnf38,ring finger protein 38
ENSMUSG00000035683,Melk,maternal embryonic leucine zipper kinase
ENSMUSG00000035649,Zcchc7,"zinc finger, CCHC domain containing 7"
ENSMUSG00000035637,Grhpr,glyoxylate reductase/hydroxypyruvate reductase
ENSMUSG00000049657,Zbtb5,zinc finger and BTB domain containing 5
ENSMUSG00000070997,1700055D18Rik,RIKEN cDNA 1700055D18 gene
ENSMUSG00000028318,Polr1e,polymerase (RNA) I polypeptide E
ENSMUSG00000048232,Fbxo10,F-box protein 10
ENSMUSG00000078713,Tomm5,translocase of outer mitochondrial membrane 5
ENSMUSG00000035615,Frmpd1,FERM and PDZ domain containing 1
ENSMUSG00000035601,Trmt10b,tRNA methyltransferase 10B
ENSMUSG00000028322,Exosc3,exosome component 3
ENSMUSG00000035572,Dcaf10,DDB1 and CUL4 associated factor 10
ENSMUSG00000045973,Slc25a51,"solute carrier family 25, member 51"
ENSMUSG00000044813,Shb,src homology 2 domain-containing transforming protein B
ENSMUSG00000081559,Gm12411,predicted gene 12411
ENSMUSG00000085980,Gm12408,predicted gene 12408
ENSMUSG00000035561,Aldh1b1,"aldehyde dehydrogenase 1 family, member B1"
ENSMUSG00000035551,Igfbpl1,insulin-like growth factor binding protein-like 1
ENSMUSG00000028327,Stra6l,STRA6-like
ENSMUSG00000035517,Tdrd7,tudor domain containing 7
ENSMUSG00000028328,Tmod1,tropomodulin 1
ENSMUSG00000035495,Tstd2,thiosulfate sulfurtransferase (rhodanese)-like domain containing 2
ENSMUSG00000028330,Ncbp1,nuclear cap binding protein subunit 1
ENSMUSG00000028329,Xpa,"xeroderma pigmentosum, complementation group A"
ENSMUSG00000028331,Trmo,tRNA methyltransferase O
ENSMUSG00000028332,Hemgn,hemogen
ENSMUSG00000028333,Anp32b,"acidic (leucine-rich) nuclear phosphoprotein 32 family, member B"
ENSMUSG00000028334,Nans,N-acetylneuraminic acid synthase (sialic acid synthase)
ENSMUSG00000039853,Trim14,tripartite motif-containing 14
ENSMUSG00000085990,Gm16731,"predicted gene, 16731"
ENSMUSG00000028337,Coro2a,"coronin, actin binding protein 2A"
ENSMUSG00000039813,Tbc1d2,"TBC1 domain family, member 2"
ENSMUSG00000039809,Gabbr2,"gamma-aminobutyric acid (GABA) B receptor, 2"
ENSMUSG00000066191,Anks6,ankyrin repeat and sterile alpha motif domain containing 6
ENSMUSG00000039774,Galnt12,polypeptide N-acetylgalactosaminyltransferase 12
ENSMUSG00000094286,NA,NA
ENSMUSG00000028339,Col15a1,"collagen, type XV, alpha 1"
ENSMUSG00000007613,Tgfbr1,"transforming growth factor, beta receptor I"
ENSMUSG00000081152,NA,NA
ENSMUSG00000039740,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)"
ENSMUSG00000053317,Sec61b,Sec61 beta subunit
ENSMUSG00000028341,Nr4a3,"nuclear receptor subfamily 4, group A, member 3"
ENSMUSG00000061455,Stx17,syntaxin 17
ENSMUSG00000028343,Erp44,endoplasmic reticulum protein 44
ENSMUSG00000028344,Invs,inversin
ENSMUSG00000081953,Gm12435,heterogeneous nuclear ribonucleoprotein F pseudogene
ENSMUSG00000028345,Tex10,testis expressed gene 10
ENSMUSG00000039693,Msantd3,Myb/SANT-like DNA-binding domain containing 3
ENSMUSG00000028347,Tmeff1,transmembrane protein with EGF-like and two follistatin-like domains 1
ENSMUSG00000070985,Acnat1,acyl-coenzyme A amino acid N-acyltransferase 1
ENSMUSG00000084479,Gm26424,"predicted gene, 26424"
ENSMUSG00000039653,Baat,bile acid-Coenzyme A: amino acid N-acyltransferase
ENSMUSG00000044018,Mrpl50,mitochondrial ribosomal protein L50
ENSMUSG00000039634,Zfp189,zinc finger protein 189
ENSMUSG00000028307,Aldob,"aldolase B, fructose-bisphosphate"
ENSMUSG00000039611,Pgap4,post-GPI attachment to proteins GalNAc transferase 4
ENSMUSG00000028309,Rnf20,ring finger protein 20
ENSMUSG00000039579,Grin3a,"glutamate receptor ionotropic, NMDA3A"
ENSMUSG00000028312,Smc2,structural maintenance of chromosomes 2
ENSMUSG00000015247,Nipsnap3b,nipsnap homolog 3B
ENSMUSG00000015243,Abca1,"ATP-binding cassette, sub-family A (ABC1), member 1"
ENSMUSG00000086712,Mexis,macrophage expressed LXRa(NR1H3)-dependent amplifier of Abca1 transcription lncRNA
ENSMUSG00000028412,Slc44a1,"solute carrier family 44, member 1"
ENSMUSG00000084970,NA,NA
ENSMUSG00000054752,Fsd1l,fibronectin type III and SPRY domain containing 1-like
ENSMUSG00000028414,Fktn,fukutin
ENSMUSG00000028420,Tmem38b,transmembrane protein 38B
ENSMUSG00000060206,Zfp462,zinc finger protein 462
ENSMUSG00000028426,Rad23b,"RAD23 homolog B, nucleotide excision repair protein"
ENSMUSG00000084144,NA,NA
ENSMUSG00000003032,Klf4,Kruppel-like factor 4 (gut)
ENSMUSG00000066176,NA,NA
ENSMUSG00000085375,NA,NA
ENSMUSG00000028431,Elp1,elongator complex protein 1
ENSMUSG00000038827,Abitram,actin binding transcription modulator
ENSMUSG00000038816,Ctnnal1,"catenin (cadherin associated protein), alpha-like 1"
ENSMUSG00000055296,Tmem245,transmembrane protein 245
ENSMUSG00000045589,Frrs1l,ferric-chelate reductase 1 like
ENSMUSG00000028434,Epb41l4b,erythrocyte membrane protein band 4.1 like 4b
ENSMUSG00000038764,Ptpn3,"protein tyrosine phosphatase, non-receptor type 3"
ENSMUSG00000095042,Gm12537,glyceraldehyde-3-phosphate dehydrogenase pseudogene
ENSMUSG00000052117,D630039A03Rik,RIKEN cDNA D630039A03 gene
ENSMUSG00000028367,Txn1,thioredoxin 1
ENSMUSG00000028369,Svep1,"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1"
ENSMUSG00000057280,Musk,"muscle, skeletal, receptor tyrosine kinase"
ENSMUSG00000038668,Lpar1,lysophosphatidic acid receptor 1
ENSMUSG00000050812,Ecpas,Ecm29 proteasome adaptor and scaffold
ENSMUSG00000028378,Ptgr1,prostaglandin reductase 1
ENSMUSG00000070972,Dnajc25,DnaJ heat shock protein family (Hsp40) member C25
ENSMUSG00000038598,Shoc1,shortage in chiasmata 1
ENSMUSG00000028381,Ugcg,UDP-glucose ceramide glucosyltransferase
ENSMUSG00000086952,NA,NA
ENSMUSG00000038578,Susd1,sushi domain containing 1
ENSMUSG00000028382,Ptbp3,polypyrimidine tract binding protein 3
ENSMUSG00000028383,Hsdl2,hydroxysteroid dehydrogenase like 2
ENSMUSG00000045071,E130308A19Rik,RIKEN cDNA E130308A19 gene
ENSMUSG00000038544,Inip,INTS3 and NABP interacting protein
ENSMUSG00000028385,Snx30,sorting nexin family member 30
ENSMUSG00000028389,Zfp37,zinc finger protein 37
ENSMUSG00000066152,Slc31a2,"solute carrier family 31, member 2"
ENSMUSG00000066151,Fkbp15,FK506 binding protein 15
ENSMUSG00000066150,Slc31a1,"solute carrier family 31, member 1"
ENSMUSG00000066149,Cdc26,cell division cycle 26
ENSMUSG00000066148,Prpf4,pre-mRNA processing factor 4
ENSMUSG00000063851,Rnf183,ring finger protein 183
ENSMUSG00000028391,Wdr31,WD repeat domain 31
ENSMUSG00000028392,Bspry,B-box and SPRY domain containing
ENSMUSG00000038422,Hdhd3,haloacid dehalogenase-like hydrolase domain containing 3
ENSMUSG00000028393,Alad,"aminolevulinate, delta-, dehydratase"
ENSMUSG00000028394,Pole3,"polymerase (DNA directed), epsilon 3 (p17 subunit)"
ENSMUSG00000058046,4933430I17Rik,RIKEN cDNA 4933430I17 gene
ENSMUSG00000059810,Rgs3,regulator of G-protein signaling 3
ENSMUSG00000028358,Zfp618,zinc finger protein 618
ENSMUSG00000028356,Ambp,alpha 1 microglobulin/bikunin precursor
ENSMUSG00000028357,Kif12,kinesin family member 12
ENSMUSG00000045672,Col27a1,"collagen, type XXVII, alpha 1"
ENSMUSG00000039196,Orm1,orosomucoid 1
ENSMUSG00000039158,Akna,AT-hook transcription factor
ENSMUSG00000039137,Whrn,whirlin
ENSMUSG00000039105,Atp6v1g1,"ATPase, H+ transporting, lysosomal V1 subunit G1"
ENSMUSG00000045917,Tmem268,transmembrane protein 268
ENSMUSG00000050395,Tnfsf15,"tumor necrosis factor (ligand) superfamily, member 15"
ENSMUSG00000028362,Tnfsf8,"tumor necrosis factor (ligand) superfamily, member 8"
ENSMUSG00000084345,Rpl17-ps4,"ribosomal protein L17, pseudogene 4"
ENSMUSG00000028364,Tnc,tenascin C
ENSMUSG00000028370,Pappa,pregnancy-associated plasma protein A
ENSMUSG00000028373,Astn2,astrotactin 2
ENSMUSG00000051675,Trim32,tripartite motif-containing 32
ENSMUSG00000039005,Tlr4,toll-like receptor 4
ENSMUSG00000083087,Gm11249,ribosomal protein S2 pseudogene
ENSMUSG00000082998,Gm11221,Fcf1 pseudogene
ENSMUSG00000046341,NA,NA
ENSMUSG00000084342,Gm11224,"eukaryotic translation initiation factor 3, subunit C pseudogene"
ENSMUSG00000039298,Cdk5rap2,CDK5 regulatory subunit associated protein 2
ENSMUSG00000080902,NA,NA
ENSMUSG00000039270,Megf9,multiple EGF-like-domains 9
ENSMUSG00000008305,Tle1,transducin-like enhancer of split 1
ENSMUSG00000084910,C630043F03Rik,RIKEN cDNA C630043F03 gene
ENSMUSG00000043003,Rasef,RAS and EF hand domain containing
ENSMUSG00000085034,Gm11240,predicted gene 11240
ENSMUSG00000049122,Frmd3,FERM domain containing 3
ENSMUSG00000083767,Gm11405,zinc finger protein 384 pseudogene
ENSMUSG00000028397,Kdm4c,lysine (K)-specific demethylase 4C
ENSMUSG00000028398,Dmac1,distal membrane arm assembly complex 1
ENSMUSG00000028399,Ptprd,"protein tyrosine phosphatase, receptor type, D"
ENSMUSG00000083496,Gm11263,ribosomal protein S6 pseudogene
ENSMUSG00000048706,Lurap1l,leucine rich adaptor protein 1-like
ENSMUSG00000028402,Mpdz,multiple PDZ domain crumbs cell polarity complex component
ENSMUSG00000008575,Nfib,nuclear factor I/B
ENSMUSG00000087413,Gm11266,predicted gene 11266
ENSMUSG00000028403,Zdhhc21,"zinc finger, DHHC domain containing 21"
ENSMUSG00000059049,Frem1,Fras1 related extracellular matrix protein 1
ENSMUSG00000083245,Gm11185,glyceraldehyde-3-phosphate dehydrogenase pseudogene
ENSMUSG00000038172,Ttc39b,tetratricopeptide repeat domain 39B
ENSMUSG00000028483,Snapc3,"small nuclear RNA activating complex, polypeptide 3"
ENSMUSG00000028484,Psip1,PC4 and SFRS1 interacting protein 1
ENSMUSG00000066116,Gm10154,ribosomal protein L34 pseudogene
ENSMUSG00000052407,Ccdc171,coiled-coil domain containing 171
ENSMUSG00000083044,Gm12416,glyceraldehyde-3-phosphate dehydrogenase pseudogene
ENSMUSG00000028487,Bnc2,basonuclin 2
ENSMUSG00000038070,Cntln,"centlein, centrosomal protein"
ENSMUSG00000083139,NA,NA
ENSMUSG00000028488,Sh3gl2,SH3-domain GRB2-like 2
ENSMUSG00000066113,Adamtsl1,ADAMTS-like 1
ENSMUSG00000070934,Rraga,Ras-related GTP binding A
ENSMUSG00000038047,Haus6,"HAUS augmin-like complex, subunit 6"
ENSMUSG00000081169,NA,NA
ENSMUSG00000028494,Plin2,perilipin 2
ENSMUSG00000038024,Dennd4c,DENN domain containing 4C
ENSMUSG00000028495,Rps6,ribosomal protein S6
ENSMUSG00000038007,Acer2,alkaline ceramidase 2
ENSMUSG00000028496,Mllt3,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 3"
ENSMUSG00000038368,Focad,focadhesin
ENSMUSG00000028497,Hacd4,3-hydroxyacyl-CoA dehydratase 4
ENSMUSG00000078480,NA,NA
ENSMUSG00000070923,Klhl9,kelch-like 9
ENSMUSG00000117123,NA,NA
ENSMUSG00000062937,Mtap,methylthioadenosine phosphorylase
ENSMUSG00000044303,Cdkn2a,cyclin dependent kinase inhibitor 2A
ENSMUSG00000073802,Cdkn2b,cyclin dependent kinase inhibitor 2B
ENSMUSG00000080808,NA,NA
ENSMUSG00000100863,Gm12669,glutaredoxin 3 pseudogene
ENSMUSG00000095937,Gm12671,glyceraldehyde-3-phosphate dehydrogenase pseudogene
ENSMUSG00000054000,Tusc1,tumor suppressor candidate 1
ENSMUSG00000087128,Gm12655,predicted gene 12655
ENSMUSG00000028578,Caap1,caspase activity and apoptosis inhibitor 1
ENSMUSG00000028577,Plaa,"phospholipase A2, activating protein"
ENSMUSG00000063314,NA,NA
ENSMUSG00000028576,Ift74,intraflagellar transport 74
ENSMUSG00000049799,Lrrc19,leucine rich repeat containing 19
ENSMUSG00000006386,Tek,TEK receptor tyrosine kinase
ENSMUSG00000083179,NA,NA
ENSMUSG00000062627,Mysm1,"myb-like, SWIRM and MPN domains 1"
ENSMUSG00000052684,Jun,jun proto-oncogene
ENSMUSG00000087366,Junos,"jun proto-oncogene, opposite strand"
ENSMUSG00000084939,NA,NA
ENSMUSG00000028573,Fggy,FGGY carbohydrate kinase domain containing
ENSMUSG00000044125,9530080O11Rik,RIKEN cDNA 9530080O11 gene
ENSMUSG00000028572,Hook1,hook microtubule tethering protein 1
ENSMUSG00000052914,Cyp2j6,"cytochrome P450, family 2, subfamily j, polypeptide 6"
ENSMUSG00000015224,Cyp2j9,"cytochrome P450, family 2, subfamily j, polypeptide 9"
ENSMUSG00000084159,NA,NA
ENSMUSG00000028565,Nfia,nuclear factor I/A
ENSMUSG00000082144,NA,NA
ENSMUSG00000028563,Tm2d1,TM2 domain containing 1
ENSMUSG00000061859,Patj,"PATJ, crumbs cell polarity complex component"
ENSMUSG00000035407,Kank4,KN motif and ankyrin repeat domains 4
ENSMUSG00000028560,Usp1,ubiquitin specific peptidase 1
ENSMUSG00000028556,Dock7,dedicator of cytokinesis 7
ENSMUSG00000028550,Atg4c,"autophagy related 4C, cysteine peptidase"
ENSMUSG00000070891,NA,NA
ENSMUSG00000086096,NA,NA
ENSMUSG00000067261,Foxd3,forkhead box D3
ENSMUSG00000073792,Alg6,"asparagine-linked glycosylation 6 (alpha-1,3,-glucosyltransferase)"
ENSMUSG00000028549,Itgb3bp,integrin beta 3 binding protein (beta3-endonexin)
ENSMUSG00000073791,Efcab7,EF-hand calcium binding domain 7
ENSMUSG00000025791,Pgm1,phosphoglucomutase 1
ENSMUSG00000035305,Ror1,receptor tyrosine kinase-like orphan receptor 1
ENSMUSG00000028532,Cachd1,cache domain containing 1
ENSMUSG00000035275,Raver2,"ribonucleoprotein, PTB-binding 2"
ENSMUSG00000028530,Jak1,Janus kinase 1
ENSMUSG00000086782,E130102H24Rik,RIKEN cDNA E130102H24 gene
ENSMUSG00000028527,Ak4,adenylate kinase 4
ENSMUSG00000028528,Dnajc6,DnaJ heat shock protein family (Hsp40) member C6
ENSMUSG00000035212,Leprot,leptin receptor overlapping transcript
ENSMUSG00000057722,Lepr,leptin receptor
ENSMUSG00000081121,Gm12791,growth factor receptor bound protein 2 pseudogene
ENSMUSG00000028525,Pde4b,"phosphodiesterase 4B, cAMP specific"
ENSMUSG00000028524,Sgip1,SH3-domain GRB2-like (endophilin) interacting protein 1
ENSMUSG00000035126,Dnai4,dynein axonemal intermediate chain 4
ENSMUSG00000028522,Mier1,MEIR1 treanscription regulator
ENSMUSG00000028521,Slc35d1,"solute carrier family 35 (UDP-glucuronic acid/UDP-N-acetylgalactosamine dual transporter), member D1"
ENSMUSG00000107726,NA,NA
ENSMUSG00000035069,Oma1,OMA1 zinc metallopeptidase
ENSMUSG00000059195,NA,NA
ENSMUSG00000028519,Dab1,disabled 1
ENSMUSG00000078612,Fyb2,FYN binding protein 2
ENSMUSG00000028518,Prkaa2,"protein kinase, AMP-activated, alpha 2 catalytic subunit"
ENSMUSG00000028517,Plpp3,phospholipid phosphatase 3
ENSMUSG00000081819,Gm12722,predicted gene 12722
ENSMUSG00000083780,NA,NA
ENSMUSG00000028514,Usp24,ubiquitin specific peptidase 24
ENSMUSG00000044254,Pcsk9,proprotein convertase subtilisin/kexin type 9
ENSMUSG00000086172,NA,NA
ENSMUSG00000034926,Dhcr24,24-dehydrocholesterol reductase
ENSMUSG00000034919,Ttc22,tetratricopeptide repeat domain 22
ENSMUSG00000043572,Pars2,prolyl-tRNA synthetase (mitochondrial)(putative)
ENSMUSG00000025413,Ttc4,tetratricopeptide repeat domain 4
ENSMUSG00000047502,Mroh7,maestro heat-like repeat family member 7
ENSMUSG00000034871,Fam151a,"family with sequence simliarity 151, member A"
ENSMUSG00000034853,Acot11,acyl-CoA thioesterase 11
ENSMUSG00000061887,Ssbp3,single-stranded DNA binding protein 3
ENSMUSG00000028622,Mrpl37,mitochondrial ribosomal protein L37
ENSMUSG00000028621,Cyb5rl,cytochrome b5 reductase-like
ENSMUSG00000028619,Tceanc2,transcription elongation factor A (SII) N-terminal and central domain containing 2
ENSMUSG00000028618,Tmem59,transmembrane protein 59
ENSMUSG00000028617,Lrrc42,leucine rich repeat containing 42
ENSMUSG00000063172,Ift25,intraflagellar transport 25
ENSMUSG00000034785,Dio1,"deiodinase, iodothyronine, type I"
ENSMUSG00000057375,Yipf1,"Yip1 domain family, member 1"
ENSMUSG00000028614,Ndc1,NDC1 transmembrane nucleoporin
ENSMUSG00000034762,Glis1,GLIS family zinc finger 1
ENSMUSG00000087289,4933424M12Rik,RIKEN cDNA 4933424M12 gene
ENSMUSG00000028613,Lrp8,"low density lipoprotein receptor-related protein 8, apolipoprotein e receptor"
ENSMUSG00000028609,Magoh,"mago homolog, exon junction complex core component"
ENSMUSG00000028608,Czib,CXXC motif containing zinc binding protein
ENSMUSG00000028607,Cpt2,carnitine palmitoyltransferase 2
ENSMUSG00000008932,Slc1a7,"solute carrier family 1 (glutamate transporter), member 7"
ENSMUSG00000028600,Podn,podocan
ENSMUSG00000028603,Scp2,"sterol carrier protein 2, liver"
ENSMUSG00000028601,Echdc2,enoyl Coenzyme A hydratase domain containing 2
ENSMUSG00000034645,Zyg11a,"zyg-11 family member A, cell cycle regulator"
ENSMUSG00000034636,Zyg11b,"zyg-ll family member B, cell cycle regulator"
ENSMUSG00000048351,Coa7,cytochrome c oxidase assembly factor 7
ENSMUSG00000028597,Gpx7,glutathione peroxidase 7
ENSMUSG00000034610,Tut4,terminal uridylyl transferase 4
ENSMUSG00000063800,Prpf38a,PRP38 pre-mRNA processing factor 38 (yeast) domain containing A
ENSMUSG00000028587,Orc1,"origin recognition complex, subunit 1"
ENSMUSG00000028582,Cc2d1b,coiled-coil and C2 domain containing 1B
ENSMUSG00000091985,NA,NA
ENSMUSG00000034557,Zfyve9,"zinc finger, FYVE domain containing 9"
ENSMUSG00000094958,NA,NA
ENSMUSG00000028568,Btf3l4,basic transcription factor 3-like 4
ENSMUSG00000028567,Txndc12,thioredoxin domain containing 12 (endoplasmic reticulum)
ENSMUSG00000073775,Kti12,"KTI12 homolog, chromatin associated"
ENSMUSG00000003411,Rab3b,"RAB3B, member RAS oncogene family"
ENSMUSG00000053510,Nrd1,"nardilysin, N-arginine dibasic convertase, NRD convertase 1"
ENSMUSG00000028559,Osbpl9,oxysterol binding protein-like 9
ENSMUSG00000028558,Calr4,calreticulin 4
ENSMUSG00000028552,Eps15,epidermal growth factor receptor pathway substrate 15
ENSMUSG00000083512,Gm12749,basic leucine zipper and W2 domains 1 pseudogene
ENSMUSG00000085873,Ttc39aos1,Ttc39a opposite strand RNA 1
ENSMUSG00000028555,Ttc39a,tetratricopeptide repeat domain 39A
ENSMUSG00000028557,Rnf11,ring finger protein 11
ENSMUSG00000059027,NA,NA
ENSMUSG00000028551,Cdkn2c,cyclin dependent kinase inhibitor 2C
ENSMUSG00000010517,Faf1,Fas-associated factor 1
ENSMUSG00000047143,Dmrta2,doublesex and mab-3 related transcription factor like family A2
ENSMUSG00000028546,Elavl4,ELAV like RNA binding protein 4
ENSMUSG00000028545,Bend5,BEN domain containing 5
ENSMUSG00000034401,Spata6,spermatogenesis associated 6
ENSMUSG00000100514,NA,NA
ENSMUSG00000028544,Slc5a9,"solute carrier family 5 (sodium/glucose cotransporter), member 9"
ENSMUSG00000070868,Skint3,selection and upkeep of intraepithelial T cells 3
ENSMUSG00000070867,Trabd2b,TraB domain containing 2B
ENSMUSG00000055210,Foxd2,forkhead box D2
ENSMUSG00000085399,Foxd2os,"forkhead box D2, opposite strand"
ENSMUSG00000028719,Cmpk1,cytidine monophosphate (UMP-CMP) kinase 1
ENSMUSG00000065047,NA,NA
